id,neighborhood,room_type,minimum_nights,number_of_reviews,availability_365,latitude,longitude,price
104983,Brooklyn,Private room,4,123,308,40.528367,-73.754404,315
104984,Bronx,Entire home/apt,5,92,56,40.858417,-73.9183,45
104985,Queens,Entire home/apt,26,132,69,40.892668,-73.816856,134
104986,Queens,Private room,13,128,24,40.501986,-73.7135,107
104987,Brooklyn,Shared room,6,51,67,40.71915,-74.234929,302
104988,Bronx,Shared room,18,72,252,40.704455,-73.791056,134
104989,Queens,Private room,2,134,346,40.677022,-74.027135,242
104990,Bronx,Shared room,17,126,329,40.72429,-73.904943,213
104991,Brooklyn,Shared room,12,7,193,40.559045,-73.894692,135
104992,Brooklyn,Shared room,21,115,5,40.72013,-73.970406,180
104993,Brooklyn,Private room,30,162,289,40.729352,-74.002316,276
104994,Bronx,Private room,21,8,192,40.853994,-73.952049,121
104995,Bronx,Private room,10,180,202,40.802674,-74.244582,288
104996,Brooklyn,Shared room,26,147,317,40.854213,-73.97314,275
104997,Staten Island,Entire home/apt,8,121,28,40.736866,-74.143003,387
104998,Bronx,Entire home/apt,6,167,277,40.704095,-73.72852,42
104999,Manhattan,Private room,27,164,212,40.832562,-74.047563,208
105000,Bronx,Private room,2,74,238,40.771892,-73.866803,226
105001,Manhattan,Entire home/apt,21,26,205,40.656502,-74.035955,214
105002,Staten Island,Entire home/apt,7,156,258,40.737208,-74.046065,355
105003,Bronx,Entire home/apt,9,1,118,40.648881,-73.953274,247
105004,Queens,Shared room,17,180,189,40.588948,-74.208082,245
105005,Queens,Entire home/apt,3,139,273,40.758767,-74.053357,215
105006,Bronx,Entire home/apt,5,145,325,40.782203,-73.91449,285
105007,Queens,Private room,18,141,354,40.761391,-74.151062,273
105008,Brooklyn,Shared room,17,185,141,40.556571,-74.01979,239
105009,Bronx,Private room,20,56,246,40.696494,-73.891912,285
105010,Bronx,Entire home/apt,21,169,37,40.889527,-74.238903,303
105011,Staten Island,Shared room,1,170,181,40.736204,-73.870229,105
105012,Queens,Private room,3,27,110,40.765926,-74.000798,49
105013,Queens,Entire home/apt,21,109,22,40.745083,-73.773524,388
105014,Staten Island,Shared room,5,61,172,40.684053,-74.149329,251
105015,Manhattan,Private room,12,55,256,40.512052,-74.224824,175
105016,Manhattan,Entire home/apt,20,187,287,40.57186,-74.244628,357
105017,Brooklyn,Shared room,6,35,324,40.87603,-73.762335,363
105018,Staten Island,Entire home/apt,11,53,66,40.649535,-74.093097,358
105019,Manhattan,Private room,10,98,156,40.858824,-74.081974,400
105020,Staten Island,Entire home/apt,10,70,141,40.658503,-73.731479,125
105021,Queens,Entire home/apt,11,182,80,40.790251,-74.150033,219
105022,Queens,Entire home/apt,13,7,337,40.798839,-73.835443,244
105023,Queens,Shared room,8,190,352,40.535777,-74.166396,357
105024,Bronx,Entire home/apt,21,193,346,40.698138,-73.786383,52
105025,Brooklyn,Entire home/apt,20,151,99,40.514094,-73.745204,153
105026,Brooklyn,Entire home/apt,7,195,296,40.75522,-74.073355,292
105027,Staten Island,Entire home/apt,4,103,345,40.596948,-73.750792,257
105028,Staten Island,Private room,14,103,175,40.576803,-73.872754,244
105029,Staten Island,Private room,14,166,299,40.720135,-73.799187,107
105030,Queens,Shared room,16,129,91,40.87184,-73.746197,49
105031,Bronx,Private room,28,51,269,40.652792,-73.75928,281
105032,Brooklyn,Shared room,21,46,48,40.572546,-74.054473,360
105033,Bronx,Entire home/apt,5,77,273,40.652438,-74.110179,113
105034,Staten Island,Entire home/apt,3,5,328,40.866301,-73.887775,176
105035,Bronx,Entire home/apt,3,14,156,40.596451,-74.10668,224
105036,Manhattan,Private room,22,153,86,40.613307,-74.053299,160
105037,Bronx,Shared room,10,199,194,40.519997,-73.812584,167
105038,Brooklyn,Private room,3,53,315,40.793443,-74.224083,69
105039,Manhattan,Entire home/apt,7,58,13,40.6988,-73.737872,263
105040,Staten Island,Entire home/apt,19,40,141,40.815751,-73.825494,339
105041,Brooklyn,Private room,28,104,278,40.706991,-74.076084,335
105042,Brooklyn,Shared room,26,59,143,40.621512,-74.155836,179
105043,Manhattan,Entire home/apt,19,170,345,40.771709,-73.721744,240
105044,Manhattan,Private room,22,163,262,40.828226,-74.128772,382
105045,Staten Island,Entire home/apt,12,93,238,40.54006,-73.902641,322
105046,Bronx,Shared room,29,1,363,40.523134,-73.703779,324
105047,Queens,Private room,20,82,351,40.711345,-73.957188,172
105048,Manhattan,Entire home/apt,15,166,317,40.761684,-74.212973,200
105049,Bronx,Entire home/apt,17,178,336,40.672494,-73.864746,111
105050,Staten Island,Entire home/apt,17,114,75,40.8928,-74.204829,192
105051,Brooklyn,Entire home/apt,2,56,165,40.670218,-73.754398,359
105052,Queens,Entire home/apt,27,92,73,40.803658,-73.844215,304
105053,Queens,Shared room,19,188,252,40.808365,-74.225533,310
105054,Bronx,Private room,25,105,55,40.537913,-73.97104,53
105055,Staten Island,Private room,9,63,66,40.589051,-74.186706,89
105056,Queens,Entire home/apt,29,43,130,40.776516,-74.011364,290
105057,Bronx,Private room,18,127,100,40.554815,-73.728003,80
105058,Brooklyn,Private room,15,108,323,40.711856,-73.805801,144
105059,Staten Island,Entire home/apt,7,137,138,40.633561,-73.905202,51
105060,Manhattan,Shared room,15,165,65,40.841091,-74.125833,289
105061,Bronx,Entire home/apt,18,26,316,40.661789,-73.888054,170
105062,Manhattan,Entire home/apt,8,164,27,40.894385,-73.994966,214
105063,Staten Island,Entire home/apt,4,16,327,40.808419,-74.061781,247
105064,Staten Island,Entire home/apt,28,183,51,40.63144,-73.83846,363
105065,Queens,Entire home/apt,8,184,44,40.825193,-74.122422,178
105066,Brooklyn,Shared room,7,150,43,40.824541,-73.759,58
105067,Brooklyn,Shared room,26,85,85,40.527007,-73.716224,91
105068,Bronx,Private room,9,66,316,40.689174,-74.004854,96
105069,Bronx,Private room,14,8,246,40.685597,-73.91155,119
105070,Manhattan,Shared room,17,108,195,40.842486,-73.90781,173
105071,Bronx,Entire home/apt,12,161,114,40.705688,-73.74743,336
105072,Brooklyn,Private room,19,135,350,40.569452,-74.054823,241
105073,Brooklyn,Private room,14,81,336,40.776719,-74.170768,198
105074,Bronx,Entire home/apt,7,76,223,40.788464,-74.152674,159
105075,Brooklyn,Entire home/apt,30,124,198,40.778847,-73.903722,296
105076,Brooklyn,Shared room,4,154,85,40.616815,-73.984507,191
105077,Brooklyn,Entire home/apt,26,169,342,40.80144,-73.927129,258
105078,Brooklyn,Entire home/apt,2,102,274,40.625155,-73.910106,142
105079,Queens,Shared room,27,18,81,40.611787,-74.174746,256
105080,Brooklyn,Shared room,26,199,196,40.533126,-73.988575,329
105081,Bronx,Entire home/apt,20,80,233,40.872637,-74.13649,166
105082,Bronx,Shared room,24,183,9,40.573451,-74.112188,147
105083,Queens,Entire home/apt,26,78,343,40.515662,-73.896336,350
105084,Manhattan,Shared room,6,38,28,40.776519,-74.063433,201
105085,Queens,Private room,7,137,26,40.71959,-73.951998,283
105086,Bronx,Private room,13,89,242,40.826946,-74.233316,56
105087,Manhattan,Shared room,21,89,178,40.686339,-74.202895,327
105088,Staten Island,Shared room,15,29,263,40.674537,-74.061225,321
105089,Staten Island,Entire home/apt,8,113,127,40.527338,-73.891803,343
105090,Brooklyn,Shared room,21,33,332,40.50242,-74.048544,88
105091,Brooklyn,Shared room,16,152,247,40.54298,-73.793766,84
105092,Queens,Shared room,12,195,165,40.626744,-73.831369,233
105093,Queens,Shared room,24,4,344,40.766642,-73.71746,400
105094,Manhattan,Private room,8,101,175,40.671235,-74.037043,275
105095,Bronx,Entire home/apt,28,137,213,40.530737,-74.179362,76
105096,Bronx,Entire home/apt,12,15,108,40.878132,-74.025457,397
105097,Queens,Shared room,17,17,164,40.810296,-73.930004,156
105098,Queens,Shared room,4,21,224,40.72605,-73.955828,145
105099,Manhattan,Shared room,30,29,258,40.534125,-74.031937,171
105100,Brooklyn,Entire home/apt,17,16,20,40.568938,-73.795606,377
105101,Brooklyn,Private room,4,104,359,40.786011,-73.900039,165
105102,Manhattan,Shared room,4,25,11,40.627041,-73.797051,124
105103,Manhattan,Shared room,4,139,186,40.837718,-74.212024,50
105104,Brooklyn,Private room,9,21,221,40.599106,-73.966705,177
105105,Queens,Shared room,24,47,161,40.593624,-74.15307,357
105106,Queens,Entire home/apt,21,183,349,40.662916,-74.195903,363
105107,Staten Island,Shared room,20,178,50,40.663998,-73.883222,247
105108,Staten Island,Private room,10,131,83,40.564274,-73.702185,276
105109,Queens,Entire home/apt,17,50,253,40.634626,-73.919016,348
105110,Manhattan,Private room,7,132,135,40.571614,-73.892679,251
105111,Brooklyn,Entire home/apt,15,184,52,40.717288,-74.038334,48
105112,Manhattan,Private room,28,95,203,40.668807,-74.09253,195
105113,Queens,Private room,8,102,143,40.673408,-73.838369,364
105114,Staten Island,Entire home/apt,22,140,111,40.796417,-74.208502,205
105115,Brooklyn,Shared room,27,91,184,40.769985,-74.172923,383
105116,Brooklyn,Private room,28,62,29,40.899819,-73.735336,377
105117,Manhattan,Shared room,4,152,293,40.846843,-73.788787,327
105118,Manhattan,Shared room,21,164,290,40.511307,-74.125997,77
105119,Queens,Entire home/apt,3,72,253,40.835714,-73.947513,183
105120,Staten Island,Private room,16,65,224,40.790874,-74.153331,360
105121,Brooklyn,Shared room,11,6,282,40.865225,-74.041872,352
105122,Brooklyn,Entire home/apt,2,55,251,40.582996,-73.738872,257
105123,Manhattan,Private room,8,196,100,40.502062,-73.971469,87
105124,Staten Island,Private room,21,25,274,40.550135,-74.032909,135
105125,Bronx,Entire home/apt,30,58,200,40.819668,-74.233844,266
105126,Queens,Entire home/apt,17,47,354,40.698968,-73.782087,54
105127,Staten Island,Shared room,15,11,334,40.673126,-73.908248,367
105128,Bronx,Private room,7,126,141,40.57609,-74.042649,320
105129,Manhattan,Shared room,14,102,307,40.760831,-73.927545,287
105130,Staten Island,Entire home/apt,13,119,78,40.825315,-73.910739,282
105131,Brooklyn,Entire home/apt,7,117,306,40.818924,-73.820507,248
105132,Queens,Shared room,29,130,52,40.645555,-73.859368,358
105133,Manhattan,Entire home/apt,21,184,237,40.78998,-74.152838,355
105134,Bronx,Private room,24,88,185,40.888044,-73.908337,100
105135,Staten Island,Shared room,16,120,225,40.629511,-73.888196,340
105136,Bronx,Shared room,1,148,134,40.571898,-73.97635,158
105137,Manhattan,Shared room,6,145,211,40.516426,-73.914688,297
105138,Bronx,Private room,12,1,349,40.79967,-74.245356,168
105139,Queens,Entire home/apt,1,33,123,40.846805,-73.816011,200
105140,Brooklyn,Private room,28,46,275,40.529281,-74.041786,215
105141,Brooklyn,Private room,4,40,350,40.516539,-73.720637,97
105142,Manhattan,Private room,11,8,254,40.726857,-74.244509,328
105143,Bronx,Entire home/apt,27,167,357,40.728319,-73.898308,57
105144,Queens,Private room,8,160,69,40.580972,-73.720178,256
105145,Manhattan,Private room,5,62,214,40.54557,-74.102018,185
105146,Brooklyn,Private room,12,28,97,40.626888,-74.073395,300
105147,Manhattan,Entire home/apt,26,98,152,40.712749,-74.074871,351
105148,Manhattan,Shared room,21,50,325,40.882822,-74.219645,71
105149,Brooklyn,Entire home/apt,20,109,356,40.674731,-73.969671,386
105150,Manhattan,Entire home/apt,4,72,310,40.596591,-73.745399,375
105151,Bronx,Shared room,28,39,43,40.660773,-73.724604,41
105152,Staten Island,Shared room,11,44,85,40.691178,-73.845165,343
105153,Brooklyn,Shared room,28,117,180,40.554426,-73.776684,163
105154,Queens,Shared room,26,46,38,40.818509,-73.830818,194
105155,Manhattan,Private room,17,148,276,40.557879,-73.846159,124
105156,Queens,Private room,26,111,150,40.885664,-73.911017,342
105157,Brooklyn,Private room,9,181,248,40.883522,-73.968451,243
105158,Manhattan,Private room,15,107,52,40.540749,-73.979924,181
105159,Bronx,Shared room,30,6,173,40.83655,-74.137826,281
105160,Brooklyn,Shared room,3,15,115,40.511866,-74.196401,162
105161,Manhattan,Entire home/apt,30,30,71,40.860695,-73.906555,287
105162,Queens,Shared room,7,132,69,40.772145,-74.014745,203
105163,Staten Island,Private room,26,52,23,40.899894,-74.15199,318
105164,Queens,Entire home/apt,13,143,1,40.804867,-74.168641,167
105165,Queens,Entire home/apt,8,180,76,40.719385,-73.780461,388
105166,Bronx,Entire home/apt,16,184,180,40.782715,-73.80725,376
105167,Staten Island,Private room,3,89,101,40.582755,-73.924743,332
105168,Queens,Entire home/apt,23,165,244,40.759049,-74.009822,139
105169,Manhattan,Private room,20,68,216,40.581994,-74.115282,46
105170,Queens,Entire home/apt,1,21,288,40.882884,-73.958063,393
105171,Queens,Shared room,9,73,57,40.543271,-73.855527,277
105172,Queens,Shared room,8,76,272,40.531051,-73.935157,228
105173,Queens,Shared room,28,184,252,40.794561,-73.977104,217
105174,Manhattan,Private room,10,30,246,40.619946,-74.000535,388
105175,Bronx,Entire home/apt,17,128,1,40.711649,-73.705378,67
105176,Manhattan,Shared room,20,141,2,40.786525,-73.759596,173
105177,Staten Island,Shared room,11,7,268,40.629196,-73.767767,200
105178,Manhattan,Private room,9,78,113,40.850936,-73.982431,216
105179,Bronx,Shared room,23,148,116,40.8914,-73.971334,194
105180,Bronx,Entire home/apt,16,158,182,40.563141,-74.060766,390
105181,Bronx,Shared room,23,132,354,40.652436,-73.80771,83
105182,Brooklyn,Private room,27,56,191,40.814855,-74.224862,128
105183,Manhattan,Shared room,8,32,172,40.61187,-73.980724,78
105184,Brooklyn,Private room,30,172,2,40.650591,-74.159479,337
105185,Staten Island,Shared room,9,159,224,40.786158,-73.93411,353
105186,Brooklyn,Private room,7,0,237,40.731213,-73.889084,280
105187,Brooklyn,Entire home/apt,3,59,12,40.558534,-74.151432,212
105188,Queens,Shared room,19,85,96,40.577556,-74.066644,302
105189,Manhattan,Shared room,16,123,148,40.611116,-74.032418,149
105190,Brooklyn,Shared room,23,11,294,40.647766,-74.19644,352
105191,Queens,Shared room,6,50,15,40.562411,-73.707707,90
105192,Manhattan,Shared room,30,93,291,40.700392,-74.046178,42
105193,Manhattan,Shared room,15,34,4,40.542786,-74.146817,312
105194,Bronx,Private room,13,51,364,40.810901,-73.887232,73
105195,Manhattan,Private room,8,130,318,40.755937,-73.714744,215
105196,Queens,Entire home/apt,25,192,175,40.867419,-73.93319,360
105197,Bronx,Private room,13,86,254,40.891629,-74.058058,249
105198,Queens,Shared room,4,132,80,40.777589,-74.0485,46
105199,Manhattan,Shared room,26,135,36,40.749734,-73.965516,154
105200,Staten Island,Entire home/apt,18,35,55,40.509837,-73.70777,216
105201,Manhattan,Private room,21,36,231,40.663907,-73.785434,263
105202,Bronx,Entire home/apt,2,70,186,40.770625,-73.778575,222
105203,Bronx,Private room,11,135,298,40.755989,-74.056706,390
105204,Brooklyn,Shared room,27,100,154,40.628773,-73.79913,286
105205,Staten Island,Entire home/apt,21,2,264,40.631422,-73.789194,339
105206,Brooklyn,Shared room,16,119,157,40.525671,-73.92161,268
105207,Brooklyn,Entire home/apt,30,45,359,40.867382,-74.16933,370
105208,Manhattan,Private room,11,21,162,40.886011,-74.242106,104
105209,Staten Island,Private room,28,26,45,40.711935,-74.221852,104
105210,Brooklyn,Private room,30,42,198,40.892836,-73.864933,361
105211,Queens,Private room,19,131,170,40.66471,-74.023288,250
105212,Bronx,Entire home/apt,24,56,85,40.700253,-73.82033,128
105213,Manhattan,Shared room,4,177,32,40.730259,-74.062062,57
105214,Bronx,Entire home/apt,21,83,7,40.69742,-73.772051,303
105215,Staten Island,Entire home/apt,6,75,165,40.648845,-73.975886,389
105216,Manhattan,Entire home/apt,14,198,290,40.585433,-74.212701,241
105217,Bronx,Shared room,1,189,265,40.754544,-73.900405,81
105218,Staten Island,Entire home/apt,15,90,228,40.783217,-74.182566,377
105219,Bronx,Entire home/apt,21,2,98,40.844243,-73.891959,312
105220,Manhattan,Shared room,18,185,199,40.564639,-74.057036,313
105221,Manhattan,Shared room,9,104,223,40.548844,-74.066356,330
105222,Manhattan,Private room,24,189,340,40.880432,-73.786044,275
105223,Brooklyn,Private room,17,106,150,40.86365,-74.156129,133
105224,Bronx,Private room,14,120,355,40.820436,-73.865283,170
105225,Brooklyn,Private room,7,120,48,40.515654,-73.856013,166
105226,Brooklyn,Entire home/apt,13,74,219,40.510087,-74.193358,123
105227,Manhattan,Private room,29,164,265,40.791142,-74.100636,108
105228,Queens,Private room,18,197,274,40.57344,-73.961572,184
105229,Queens,Private room,21,111,248,40.812097,-74.000805,251
105230,Bronx,Shared room,1,113,85,40.597501,-74.081614,53
105231,Queens,Shared room,7,193,57,40.556889,-73.935967,242
105232,Manhattan,Entire home/apt,8,23,308,40.595077,-73.766331,149
105233,Bronx,Shared room,1,99,17,40.582016,-74.13408,383
105234,Staten Island,Shared room,29,115,8,40.706266,-74.124586,392
105235,Bronx,Private room,13,182,42,40.571788,-74.133228,289
105236,Queens,Shared room,23,96,278,40.628822,-74.027984,368
105237,Staten Island,Entire home/apt,8,198,236,40.525002,-74.134529,283
105238,Staten Island,Private room,28,44,286,40.895927,-74.130319,173
105239,Bronx,Entire home/apt,22,96,109,40.88676,-74.050357,171
105240,Brooklyn,Shared room,7,146,162,40.661711,-74.212082,367
105241,Bronx,Private room,5,108,357,40.845354,-73.826112,368
105242,Queens,Private room,5,67,136,40.537746,-74.032635,243
105243,Manhattan,Entire home/apt,21,195,202,40.838015,-74.005346,131
105244,Staten Island,Shared room,28,196,198,40.793915,-73.947418,133
105245,Brooklyn,Private room,29,92,76,40.844404,-74.199662,302
105246,Brooklyn,Entire home/apt,11,172,26,40.627087,-73.91788,51
105247,Manhattan,Private room,17,17,264,40.799908,-74.001298,259
105248,Queens,Entire home/apt,5,188,19,40.784363,-74.168308,310
105249,Queens,Entire home/apt,22,116,287,40.764065,-74.199415,103
105250,Brooklyn,Entire home/apt,7,194,118,40.883373,-74.147041,136
105251,Staten Island,Private room,16,183,246,40.814113,-73.982109,45
105252,Staten Island,Shared room,18,19,251,40.759449,-73.746972,286
105253,Brooklyn,Private room,27,23,18,40.664351,-73.744073,221
105254,Staten Island,Shared room,17,6,199,40.679535,-74.049649,192
105255,Manhattan,Private room,6,113,10,40.533984,-74.172824,275
105256,Brooklyn,Entire home/apt,28,112,242,40.540212,-73.818466,52
105257,Bronx,Entire home/apt,16,173,56,40.803011,-74.01916,47
105258,Bronx,Shared room,30,119,15,40.861136,-73.88206,137
105259,Staten Island,Private room,21,128,137,40.522446,-74.216537,261
105260,Bronx,Entire home/apt,8,162,153,40.638706,-73.746354,347
105261,Staten Island,Private room,16,95,322,40.89743,-74.072819,398
105262,Bronx,Shared room,14,62,153,40.835634,-74.196249,253
